Job Keyword,Job Title,Company Name,Location,Posted,Applicants,Salary,Remote/Hybrid,Job Type,Job Level,Company Size,Company Type,About Company
 Junior RPA Developer,Automation Engineer,Blackfield Associates,"Limerick, County Limerick, Ireland",3 weeks ago,9 applicants,Not Provided,"Hybrid
", Contract , Associate,11-50 employees,Staffing and Recruiting,"About the jobBlackfield Associates are supporting the search for an Automation engineer based in Limerick, Ireland, this will be to support the current operations within the new state-of-the-art Pharmaceutical production facilities.The Main Requirements:You should be familiar with GXP environments having 5+ years of relevant experience.You are very familiar with Rockwell HMI application Factory Talk (FT) View SE & METechnical evaluations and test plans for change controls.Comfortable checking code in and out of Asset-centre and operating Thin Manager, Plant PAX experience is a big plus.Preference will be given to someone who already has Irish GXP working experience. DISCLAIMER **EU Citizenship is needed**If you would like more information, Please reach out to me at: Joe@blackfieldassociates.com"
 Junior RPA Developer,Automation Engineer - PLC / HMI / SCADA / DCS,European Recruitment,"Dublin, County Dublin, Ireland",3 weeks ago,14 applicants,Not Provided,"On-site
", Full-time , Mid-Senior level,51-200 employees,Staffing and Recruiting,"About the jobAutomation Engineer - PLC / HMI / SCADA / DCSWe are recruiting for a number of junior and intermediate Automation Engineers to join a very exciting consultancy company in the Dublin area of Ireland on a permanent basis.We're partnered with a leading system integration company operating with the industrial automation space and as an Automation Engineer, you will be working on developing in-house Automation projects using PLC / HMI / SCADA / DCSRequired skills:3-6 years Automation experiencePLC / HMI / SCADA / DCS knowledgeSiemens / Rockwell technical experience an advantageGMP/GAMP experience an advantagePlease note, we cannot consider applicants requiring visa sponsorship for this role.If this sounds interesting and you'd like to learn more, click the link below to apply or email me with a copy of your CV on smouland@eu-recruit.com By applying to this role you understand that we may collect your personal data and store and process it on our systems. For more information please see our Privacy Notice (https://eu-recruit.com/about-us/privacy-notice/)"
 Junior RPA Developer,Automation Engineer,European Recruitment,"Dublin, County Dublin, Ireland",1 day ago,27 applicants,Not Provided,"On-site
", Full-time , Associate,51-200 employees,Staffing and Recruiting,"About the jobEuropean Recruitment are supporting one of their trusted clients in Dublin in search of an Automation Engineer with PLC experience across multiple platforms such as Allen Bradley/Rockwell and Siemens, ultimately helping to expand onsite project support for end clients. This is a fantastic permanent opportunity to get involved with major Pharmaceutical projects across Ireland where your contribution to the project truly matters. Responsibilities:Automation SME for assigned systemsManagement and execution of automation change controlsAide the identification/implementation of system improvements and corrective actions.Aide the coaching of operators and maintenance technicians in the effective use of the control systems.Management of subcontractors and vendors as part of project delivery.Represent client as part of qualification and testing of any vendor provided systemsProvide automation support and expertise to cross functional teams for the introduction of new products on existing production linesSkills and Education:Third level qualification in Electrical, Electronic, Systems Engineering, Computer Science or Equivalent.3+ years’ experience working with automated control systems preferably in the Life Sciences/ Pharma sectorExcellent communication skills.PLC/HMI/SCADA Experience with the following technologies: Siemens S7, TIA Portal, PCS7 , Delta V, WinCC, Desigo , Aveva / Wonderware Intouch, Rockwell/Allen Bradley etc. If this role is of interest to you or you’d like to hear more, please click the link below or reach out to me via email with a copy of your CV for a confidential chat on sritson@eu-recruit.com .By applying to this role you understand that we may collect your personal data and store and process it on our systems. For more information please see our Privacy Notice (https://eu-recruit.com/about-us/privacy-notice/)."
 Junior RPA Developer,CSV Automation Engineer,Cognizant,"Cork, County Cork, Ireland",3 weeks ago,6 applicants,Not Provided,"Hybrid
", Full-time , Mid-Senior level,"10,001+ employees",IT Services and IT Consulting,"About the jobCognizant is seeking an agile, passionate and experienced Lab CSV Engineer to join our team on a long-term contract basis. This full-time hybrid role comes with a favourable salary and the opportunity to explore flexible working arrangements. You'll be responsible for validating Lab Systems in QCL Labs and Manufacturing Operations.As a Lab CSV Engineer, you will provide systems validation and compliance expertise for newly purchased instruments and support of existing instruments. You will work within a collaborative Computerised Instruments team and must have excellent communication and interpersonal skills with the ability to work on your own initiative.In your first few weeks in this Lab System Validation Engineer role, you can expect to:Manage lab equipment validation projects from software install to business releasePrioritise CSV activities in line with the project schedule and monitor budgetsGenerate computer system validation documentation, e.gDesign Spec, Configuration Spec, Testing, Security Plan, and Test Summary Report, in accordance with site procedures and GMP guidelinesReview of software release notes.To apply for this Lab CSV Engineer role, you will need at least 3 years of experience supporting and validating lab equipment, updating documentation, system testing, and troubleshooting. You will also require the following:Experience in analysing and challenging s/w to identify gapsKnowledge of 21CFR Part 11 requirements, ER/ES and data integrity guidelines is desirableExcellent oral and written communication skills, with the proven ability to communicate and build relationships cross-functionally.You'll receive an excellent salary and benefits package for your knowledge, expertise and flexibility. At Cognizant, taking care of employees is a priority:You can pursue innovative career tracks and opportunities hereYou can enhance your professional development through education and dedicated trainingWe’ll give you the skills you need to keep pace with the changing workplace while our compensation, benefits and wellness packages help you stay healthy and plan for the future.To apply for this hybrid full-time CSV Automation Engineer job, please contact Cognizant today. Please refer any friends or colleagues for this role or direct them to our Careers page on our website.At Cognizant, we engineer modern businesses to improve everyday life because we're dedicated to making a lasting impact. Cognizant (Nasdaq: CTSH) engineers modern businesses. We help our clients modernize technology, reimagine processes and transform experiences so they can stay ahead in our fast-changing world. Together, we're improving everyday life. See how at www.cognizant.com or @cognizant."
 Junior RPA Developer,Electrical Engineer Dublin,Kirby Group Engineering,"Dublin City, County Dublin, Ireland",Reposted 1 week ago,63 applicants,Not Provided,"On-site
", Full-time,Not Provided,"1,001-5,000 employees",Construction,"About the jobElectrical engineer require for DublinResponsibilities Support the Lead Engineer, Prepare and Submit Technical Submittals for approval, Liaise with vendors, suppliers, sub-contractors, specialist designers, manufacturers, etc. with respect to the specification, validation and value Engineering of products and equipment to be supplied to the project, Develop and build project cable and cable termination schedules, Seek to clarify queries with the design team through the request for information (RFI) system, Liaise and co-ordinate with clients other members of the design team and contractors on technical and commercial issues, Engage in Pre-Construction Engineering activities and the production of information including, design development, construction details, technical submittals, sub-contracts, etc, Engage in services co-ordination exercises and solve co-ordination issues, Provide technical support to the estimating, procurement, commercial, marketing and construction teams,Candidate Profile Strong technical ability in all aspects of Electrical Engineering Services Proactive with a strong ability to work independently and without supervision Previous Trades experience desirable, Diploma or Degree in Electrical Engineering or equivalent Knowledge & experience of current IS, BS, EN ad IEC Standards,n Experience of client, vendor & contractor interaction & management, Proactive, a good communicator with the ability to work well with others in a multifunctional project team, Excellent interpersonal and communication skills are required, Experience in Amtech, Dialux, AutoCAD and MS Office Suite Software, Good knowledge and proficiency in using Navisworks suite of tools, Excellent level of attention to detail and accuracy,"
 Junior RPA Developer,Automation Engineer,Sigmar Recruitment,"Leixlip, County Kildare, Ireland",1 week ago,26 applicants,"€65,000/yr - €75,000/yr ","On-site
", Full-time , Mid-Senior level,51-200 employees,Staffing and Recruiting,"About the jobAbout Your New EmployerJoin a dynamic team of a global leader in manufacturing. With years of innovation, they take pride in exciting projects, cutting-edge technology, and a collaborative work culture that fosters growth.About Your New JobAs an Automation Engineer, you'll play a pivotal role in managing, introducing, and troubleshooting automated machinery. Design new equipment, program, simulate, and test automated processes while ensuring efficient operation. Lead and perform validation processes, contribute to the development of internal training programs, and actively support the optimization of automation performance. Be a key player in identifying opportunities for further automation and continuous improvement.What Skills You Need• Bachelor’s Degree in electrical engineering, mechanical engineering, mechatronics, computer science engineering, or a similar field• 5+ years of experience in an automation role (preferably within injection molding)• Proficiency in maintaining automation equipment• Experience with robotics, AI, machine learning, and vision systems• Strong understanding of various automation tools and software, including PLC, Agile, HMI, APIs, SQL, cloud, Python, SCADA, C, and JAVA• Technical report writing and mentorship skillsWhat’s on Offer• Competitive salary• Comprehensive benefits package• Ongoing training and development opportunities• Exciting projects and a collaborative work environmentWhat’s NextReady to shape the future of automation with us? Apply now by clicking the “Apply Now"" button or call Marcel Skolimowski on +353 21 4847138. If this job isn't the perfect fit, let's discuss other opportunities. We have multiple Temp, FTC, and Contract jobs available."
 Junior RPA Developer,Automation Engineer,CareerWise Recruitment,"Limerick, County Limerick, Ireland",1 week ago,12 applicants,Not Provided,"On-site
", Contract , Mid-Senior level,11-50 employees,Staffing and Recruiting,"About the jobAn Automation Engineer is required by Careerwise recruitment to work with our Limerick based medical device manufacturing client. 12 months contract position. THE ROLE: * Development of machine design control systems including servo motion and high-speed device integration.  * Develop, test and install PLC and control software as part of a highly automated, high volume, validated production environment.  * Develop high quality PLC and HMI code from Functional and Detailed Design Specifications.  * Participates within project teams, provide technical support and make informed decisions on hardware and architecture selection.  * Fault-find complex automation equipment.  * Maintain comprehensive documentation of code to Medical Device standards.  REQUIREMENTS: * Bachelor’s Degree in Engineering, Computer Science OR equivalent.  * 5/6 years experience working with automated control systems as part of a machine design team.  * Strong PLC background in Allen Bradley ControlLogix 5000, APT, Siemens S7, Elau, Pilz Safety PLCs and Wonderware Intouch/ArchestrA HMI software.  Please call Michael O’Connor today for further information on 091-452410 or email moconnor@careerwise.ie"
 Junior RPA Developer,Automation Engineer,Sigmar Recruitment,"County Cork, Ireland",1 week ago,31 applicants,"€60,000/yr - €70,000/yr ","On-site
", Full-time , Mid-Senior level,51-200 employees,Staffing and Recruiting,"About the jobAbout Your New EmployerMy client, a leading player in pharmaceutical manufacturing, is offering an exciting opportunity for a skilled Automation Engineer to join their dynamic team. With a global presence and a reputation for innovation, this company has been at the forefront of the industry. The successful candidate will be part of a collaborative environment, working on cutting-edge projects in a state-of-the-art facility.About Your New JobAs the Automation Engineer, you will play a pivotal role in administering and supporting all Automation & IT processes within a pharmaceutical manufacturing environment.Your responsibilities will include implementing, qualifying, commissioning, and maintaining manufacturing Automation & IT systems (MES, SCADA), as well as identifying opportunities for continuous process improvement.You will actively contribute to the Automation Business Strategy, managing projects throughout their lifecycle and collaborating with cross-functional teams.What Skills You NeedTo excel in this role, you should have a relevant 3rd level degree in Mechatronics, Electronics, or Computer Technology, coupled with a minimum of 5 years' experience in a similar environment. Your expertise should include supporting MES & Data Historian applications, experience with PLC (Siemens), SCADA, and process equipment, as well as knowledge of Shop floor Network & Control Architecture with Electronic Batch Record Implementation. A strong background in Instrumentation/Automation & Control with BMS/SCADA/DCS/PLC is essential.What's on OfferJoining my client's team comes with exciting prospects, including competitive remuneration. As the Automation Engineer, you'll enjoy benefits such as healthcare, pension & bonus of 10%, opportunities for training and development, and a clear career path within the organization.What's NextIf you're ready to take the next step in your career as an Automation Engineer, apply now by clicking the ""Apply Now"" button or call Marcel Skolimowski on +353 21 4847 138. If this job isn't quite the right fit but you're seeking something similar, please get in touch. We also have multiple Temp, FTC, and Contract opportunities available."
 Junior RPA Developer,Graduate Programme - Hardware Engineer - 2 Year Fixed Term Contract,Valeo,"Tuam, County Galway, Ireland",Reposted 1 week ago,13 applicants,Not Provided,"On-site
", Full-time , Entry level,"10,001+ employees",Motor Vehicle Parts Manufacturing,"About the jobValeo is a tech global company, designing breakthrough solutions to reinvent the mobility. We are an automotive supplier partner to automakers and new mobility actors worldwide. Our vision? Invent a greener and more secured mobility, thanks to solutions focusing on intuitive driving and reducing CO2 emissions. We are leader on our businesses, and recognized as one of the largest global innovative companies.Ready to tackle the challenges of the autonomous and connected car revolution?Valeo Vision Systems, based in Tuam, Co. Galway, Ireland, is a world-leading global automotive supplier, and center of excellence on autonomous and connected cars, and digital mobility. If you are interested in technological innovation in the automotive sector, then Valeo is where you need to be.Valeo Ireland is a winner of multiple awards, including the “Use of Research and Development” and winner of the “Best use of Robotics”. Valeo puts you right at the heart of our technology development, delivering on real-time projects, where you will grow and thrive working on advanced technologies for greener, safer and smarter mobility. The RoleThe ECU Platform team is developing the hardware to enable the next generation of Advanced Driver Assistance Systems. To support such developments your role at Valeo will include activities such as Circuit Simulation, Schematic Design, supporting PCB Layout for High Speed Signal Interfaces and EMC performance, carry out design calculations including worst case analysis using MATHCAD. You will also be largely involved in the bring up & electronic testing of prototypes including: EMI/RFI, Electrical, Environmental and ESD.Your challengesBecome a key Hardware Team member of the ECU PlatformResearch & Develop Hardware design solutions for Advanced Driver Assistance SystemsEfficient day to day management of assigned tasksEvaluation of new technologies and design trade-offsLet's talk about you… Personal AttributesStrong communication skills, both written and verbalSelf motivated, determined & energeticEducationDegree in Electronic Engineering or equivalentExperience of High Speed Interfaces is preferredExcellent analysis skills in trouble-shooting electronic module failuresProfessional ExperienceThe person must be able to demonstrate a level of commitment, initiative and quality of workmanship required within an R&D environment.Join Us!At Valeo, innovation is driven by the diversity, authenticity and energy of its talent. Are you looking for new technological and human adventures? Join Valeo and its 111,600 employees across 33 countries! We are ready, and you?Job:R&D Trainee/Apprentice/VIEOrganization:Electronic DesignSchedule:Full timeEmployee Status:Fixed Term (Fixed Term)Job Type:Fixed-Term ContractJob Posting Date:2023-12-18Join Us !Being part of our team, you will join: one of the largest global innovative companies, with more than 20,000 engineers working in Research & Development a multi-cultural environment that values diversity and international collaboration more than 100,000 colleagues in 31 countries... which make a lot of opportunity for career growth a business highly committed to limiting the environmental impact if its activities and ranked by Corporate Knights as the number one company in the automotive sector in terms of sustainable developmentMore information on Valeo: https://www.valeo.com"
 Junior RPA Developer,Automation Engineer,Rockwell Automation,"Dublin, County Dublin, Ireland",4 weeks ago,29 applicants,Not Provided,"On-site
", Contract , Mid-Senior level,"10,001+ employees",Automation Machinery Manufacturing,"About the jobWe are seeking experienced Automation Engineers to join one of our Customer Sites in the West of Ireland. The successful candidates will play a key role in supporting and improving our industrial automation systems, with a focus on Allen-Bradley, Industrial Networks, and Industrial IT. The ideal candidates will have a proven track record of delivering automation improvement and upgrade projects.Responsibilities will include:Demonstrate Knowledge and experience in PLC/SCADA applications.Ideally experienced in RSLogix 500/5000 and RSView SEKnowledge of industrial communication networks and protocolsGood working knowledge of MS Windows operating systemExcellent interpersonal communication skillsFamiliarity with Automation RegulationsGood problem-solving skills coupled with a strong aptitude to learn and innovate.Ability to provide support to the weekend shift on occasion.Essential Requirements:Bachelor of Science degree in an Engineering discipline, or equivalent experience.Good understanding of Automation systemsBe available to cover weekend shifts, primarily for planned holiday cover and emergencies.Strong analytical problem-solving skills.Ability to adapt to a flexible work schedule.Self-motivated and able to work independently and as part of a team.Strong experience with Allen-Bradley PLC systems.Proficiency in Industrial Networks and Industrial IT systems.Demonstrated history of successfully delivering improvement and upgrade projects.Preferred Skills:Strong experience with Allen-Bradley PLC systems.Proficiency in Industrial Networks and Industrial IT systems.Knowledge of FT Batch.Proficiency in SQL for data analysis and reporting.Experience with Human Machine Interfaces (HMI) including InTouch, RSView, Ignition, and Siemens.C# programming skills for custom automation solutions.If you are a highly skilled Automation Engineer with a passion for automation technology and a strong track record, we would love to hear from you. To apply, please send your updated CV and a cover letter to secondment@ra.rockwell.com, for the attention of Mary."
 Junior RPA Developer,Automation Engineer,Jabil,"Waterford, County Waterford, Ireland",2 days ago,7 applicants,Not Provided,"On-site
", Full-time , Mid-Senior level,"10,001+ employees","Appliances, Electrical, and Electronics Manufacturing","About the jobOur site in Waterford, Ireland is looking for an experiencedAutomation EngineerThe Automation Engineer monitors the quality and efficiency performance of assigned product lines and provides support in driving continuous improvement through process development, root cause analysis and systematic problem solving.Key Responsibilities and End Results: Support design, buy-off, installation and validation of automated production lines.Process Characterisation / Optimisation (DFMEA’s, PFMEA’s DOE’s etc.).Lead systematic technical root cause investigations.Support production line ramp to achieve mature production targets.Develops and implements production/processing methods and controls to meet quality standards in the most efficient manner for new and existing additive manufacturing processes.Monitors the additive manufacturing process; troubleshooting problem processes and assisting in resolving quality issues. Is the technical expert on various projects/productions jobs and process as required.Drive continuous improvement projects.Manage assigned project budgets; liaise with Customers, contractors as required.Support technical training.Support all company safety and quality programs and initiatives.Ensure ongoing compliance with GMP in all practices, recording of events and processes.Ensure compliance with all learnings from all GMP training events.Other responsibilities may be assigned from time to time as needed, based on the evolution of the company and the requirements of the department/position.Skills/Attributes:Ability to work in a team environment.Excellent organisation, communication, computer and presentation skills.Systematic troubleshooting skills.Strong leadership of technical issue resolution.Lean Six Sigma skills an advantage.Provide innovative solutions to complex problems.Good data analysis skills.Proficient in MS Office applications, MS Project.CAD experience desirable. Job Specifications: Honours Degree in mechanical engineering, manufacturing engineering or similar discipline.3-6 years’ experience in a manufacturing environment (high volume automated assembly experience would be an advantage as would medical device manufacturing experience).Travel as necessary to support equipment buy-offs and training at vendor / customer sites."
 Junior RPA Developer,2024 Ireland Graduate Electrical Engineer: Energy,Mott MacDonald,"Dublin, County Dublin, Ireland",Reposted 1 week ago,5 applicants,Not Provided,, Entry level,Full-time ,"10,001+ employees",Civil Engineering,"About the jobJob DescriptionPlease note that for these graduate opportunties we are happy for you to simply apply with a CV and the option to include a cover letter. We don't have a closing date at this stage, however, we recommend that you apply soon so that you don't miss out. Our electrical engineers work in world class teams to design and deliver sustainable solutions. Our work spans a variety of sectors including energy, aviation, buildings, ports, rail & metros, and water. In our energy sector we undertake projects in power transmission and distribution, energy systems, hydropower, renewable energy, thermal generation, nuclear services, and oil & gas.This particular role will be within our power transmission and distribution team.As the digital revolution is applied to the provision of essential services, electrical engineering will play a central role in creating smart infrastructure, helping to deliver better and quicker performance.We have opportunities in our Cork and Dublin offices.Candidate SpecificationWe are looking for committed and motivated graduates with a genuine passion and a desire to make a difference in the world. If this describes you, apply today to launch your career at Mott MacDonald.To Be Eligible For This Opportunity, You Will Have Less Than 12 Months Relevant Experience And Have a Degree Or Are Expected To Achieve One Of The Following Degree DisciplinesElectrical EngineeringPower Engineering Energy Engineering or similar In your application you should be able to demonstrate your interest in the role and working at Mott MacDonald through relevant experience, such as studying relevant modules, or previous work experience.We Are Looking For Graduates With The Following CharacteristicsMethodical approach to problem solving.Ability to use your initiative to undertake tasks efficiently and independently.Excellent verbal communication skills, which allow you to confidently liaise with clients and team members.Excellent written communication and attention to detail and be able to demonstrate accurate technical drawings and good report writing.As we want the best people for the role, we support flexible working. Please ask us at interview stage about any flexibility you may need.Job ProfileAbout Your Development A graduate position should be more than just a job. We know this and so do you. That’s why with our graduate roles, we aim to give you the experience and technical knowledge you need to progress your career.  From the moment you join us, you’ll receive the training you need. You will be assigned a mentor who will support you on your journey to gaining professional recognition within your chosen discipline  What else is involved? You’ll be enrolled onto Accelerate Your Future, a structured three-year soft-skills development programme alongside all of the other graduates in your cohort across our Europe & UK region. In partnership with Cappfinity, a global leader in talent mobility, we have identified the skills that drive success amongst early career talent within Mott MacDonald, and have designed a learning experience to enable you to develop these skills delivered through a mix of residential events, classroom-based learning, virtual webinars, and group challenges. Also giving you the opportunity to network and meet other graduates in your cohort. We understand that each person’s career goals vary, therefore we tailor make each individual’s development journey to suit them. With our vast library of e-learning courses available to you, you can choose which direction you want your career to go in. You will have the opportunity to make a difference; learn more about our Social Outcomes and the difference we can make!You’re probably wondering what else is on offer. Join us, and you’ll get:Biannual salary reviews: we believe that hard work should be rewarded and recognised. Therefore, for the first three years of your career with us, you’ll have biannual salary reviews.A competitive salary: in addition to biannual reviews, we will ensure that you’re given a salary that matches the current industry standard.Contributory pension up to 7% of your salary: we have the best people on our team, and we like to look out for them. With our support, you’ll have all the advice and options you need to be able to invest in your future.Our social sideBeing part of Mott MacDonald means more than just work, there’s a huge range of fun and exciting things that you can get involved in.From the moment you join us, you’ll have the opportunity to expand your social and professional network, whether it’s meeting other graduates or joining forces with other members of staff from around the company at our annual sports day. Each of our offices have a sports and social committee which will give you the chance to be part of a variety of sports, social and charity events. We’re committed to promoting a strong culture of social responsibility and encourage our staff to play active roles in the local community.It's worth noting that sports and social committees tend to vary from office to office, so as well as getting involved in what’s already on offer, don’t be afraid to suggest new events or initiatives that you think could be a great addition.Other InformationEquality, diversity and inclusionWe put equality, diversity and inclusion at the heart of our business, seeking to promote fair employment procedures and practices to ensure equal opportunities for all. We encourage individual expression in our workplace and are committed to creating an inclusive environment where everyone feels they have the opportunity to contribute.Agile workingAt Mott MacDonald, we believe it makes business sense for you and your manager to choose how you can work most effectively to meet your client, team and personal commitments. We embrace agility, flexibility and trust.More About Mott MacDonaldWe’re a global engineering, management and development consultancy.Our purpose is to improve society by considering social outcomes in everything we do, relentlessly focusing on excellence and digital innovation, transforming our clients’ businesses, our communities and employee opportunities.A fundamental part of this is respecting each person’s differences and striving to meet their needs.Our values: progress, respect, integrity, drive, excellenceJob Ref66869BRRecruiter Contactearlycareers.recruitment@mottmac.comCountryIrelandRegion/StateALL - IrelandDisciplineConsultancySectorBuilt environmentWebsite RegionEurope and Central AsiaWebsite SectorBuildings"
 Junior RPA Developer,"System Development Engineer, Edge Deployment Automation",Amazon Web Services (AWS),"Dublin, County Dublin, Ireland",Reposted 1 week ago,0 applicants,Not Provided,,Full-time , Mid-Senior level,"10,001+ employees",IT Services and IT Consulting,"About the jobDescriptionAmazon’s network is a key differentiator for Amazon Cloud Computing and Web Services (AWS), enabling the global operation of thousands of applications across millions of servers worldwide. The Networking team develops and operates the network platform for all of Amazon including e-commerce products and cloud computing solutions. This platform is industry-leading for its efficiency, throughput and reliability, and it is critical to the success of hundreds of thousands of AWS customers.We are looking for a System Development Engineer to join our Network Automation team. Our team is responsible for software platforms that enable Amazon to safely operate and scale our network. An ideal candidate will have experience designing, building and maintaining mission critical software systems at scale, with a relentless focus on operational and engineering excellence.As a System Development Engineer, You Will Design, implement, test, deploy and maintain innovative solutions to transform service performance, durability, cost, and security. Write high quality distributed system software Enjoy seeing the impact of your work has on customers. Work in an agile, startup-like development environment, where you are always working on the most important stuff. Take ownership and do what it takes to get the job done. Learn from others and help grow those in your team to achieve their best.About UsHere at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.Work/Life BalanceOur team puts a high value on work-live balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfilment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.Mentorship & Career GrowthOur team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring and thorough, but kind, code reviews. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.Learn more about Amazon on our Day 1 Blog: https://blog.aboutamazon.com/”Key job responsibilitiesYou will manage/scale/deploy/operate/write tools for supporting network engineers' everyday operations. These tools operate in a complex environment, of which you will be building a deep knowledge.Your central point of reference for all of your decisions will be our customers. Working with our customers you will capture and document their needs, the solutions to their problems, implement and maintain them.We are open to hiring candidates to work out of one of the following locations:Dublin, D, IRLBasic Qualifications 2+ years of non-internship professional software development experience 1+ years of designing or architecting (design patterns, reliability and scaling) of new and existing systems experience 7+ years of administrative experience in networking, storage systems, operating systems and hands-on systems engineering experience Knowledge of systems engineering fundamentals (networking, storage, operating systems) Experience programming with at least one modern language such as C++, C#, Java, Python, Golang, PowerShell, RubyPreferred Qualifications Experience working in an Agile environment using the Scrum methodologyAmazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy_page) to know more about how we collect, use and transfer the personal data of our candidates.Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need an adjustment during the application and hiring process, including support for the interview or onboarding process, please contact the Applicant-Candidate Accommodation Team (ACAT), Monday through Friday from 7:00 am GMT - 4:00 pm GMT. If calling directly from the United Kingdom, please dial +44 800 086 9884 (tel:+448000869884). If calling from Ireland, please dial +353 1800 851 489 (tel:+3531800851489).Company - Amazon Data Services Ireland LimitedJob ID: A2533227"
 Junior RPA Developer,Utilities Electrical Engineer,PM Group,"Dublin, County Dublin, Ireland",Reposted 1 week ago,23 applicants,Not Provided,"On-site
", Full-time,Not Provided,"1,001-5,000 employees",Architecture and Planning,"About the jobPM Group have an opportunity for an experienced Utilities Electrical Engineer who will be responsible for the supporting the operation & Reliability of the site Utilities systems within the Site Plant Team, focused on right first time, compliance, and simplification while ensuring there is no compromise to Safety, Quality or Equipment Reliability.The role will lend itself to upskilling on a range of areas from a technical and strategic point of view and will focus on lean principals and utilizing Reliability data to drive strategies and improvements. The individual will work closely with Plant SME’s and operations department as other key departments as we support Reliability Excellence strategy and transform our site into a best-in-class Biopharmaceutical facility.The role will gain exposure to the key functions such as Black Utilities, Manufacturing, LOC, EHS, Training & Quality teams.ResponsibilitiesReport to the Critical Utilities Manager and the site Electrical SME.Technical Trouble shooting on Electrical Systems, LSS Systems & Electrical / Control elements of Utility systems.Support the resolution of issues or system escalations from the Utility operations team.Understanding of Utility control systems such as building automation and other process automation systems.Developing equipment reliability measurement & systems.Developing performance monitoring systems & methodologies for the Utility Systems.Engaging with equipment vendors in trouble shooting & performance improvements.Developing Vendor SLAs.Leading investigations on Utilities equipment & Systems.Training operations on Utility systems.Development of PMs in line with planners and Area owners/SME.Qualifications5 years’ plus experience in utility systems ideally in a regulated manufacturing environment.Minimum of an Electrical Trade qualification with further development in their career history and /or a level 8 degree for the Electrical Utility position.Experience in Hardwired control systems and safety circuitry.Experience in Life Safety & Security systems (Fire Alarm, Access Control, CCTV, Emergency Lighting etc.).Experience in reading functional design specifications, control drawings, electrical drawings, and P&ID’s.Experience in Reliability engineering.Experience of Maintenance management and Reliability programs.Experience in Utilities start-up & commissioningExperience in planning and executing maintenance shutdownsHigh level of computer literacy with experience in CMMS, safety investigation systems, Utility system software systems.Experience of OPEX and lean principalsAbility to work in a fast-moving and dynamic environment and meet deadlines.Good delegation, organizing and planning skills.Proven success working well in a team environment with flexibility to react to changing business needs.Ability to work independently and remotely with minimum direct supervision.Safety First Mentality and advocate of PM Group behaviors.Experience of Project Management or Reliability Program Development would be an advantage.Experience in the pharmaceutical/biopharmaceutical industry, with knowledge of regulatory requirements (Safety, Quality and cGMP), would be an advantage.Why PM Group?As an employee-owned company, we are inclusive, committed and driven. Corporate Responsibility and Sustainability are the heart of our new 2025 business strategy. Please visit our website to read more in our Corporate Responsibility & Health and Safety Report 2020.Inclusion and Diversity are core to our culture and values. Wherever we work, we commit to a culture of mutual respect and belonging by building a truly inclusive workplace rich in diverse people, talents and ideas. Valuing the contributions of all our people and respecting individual differences will sustain our growth into the future.PM Group is committed to ensuring our hiring process is fair and accessible to all and will provide candidates with disabilities with reasonable accommodations required to participate in the recruitment process. If you require any assistance in this regard, please let us know."
